Муниципалитет;Полное наименование;ОГРН;ИНН;КПП;ПФР;ОКПО;ОКОГУ;ОКФС;ОКОПФ;Индекс;Область;Район;Населённый пункт;Район города;Улица;Дом;Телефон;E-mail;Расчётный счёт;В банке;БИК;Директор (ФИО, им.падеж);Директор (ФИО, род.падеж);Действует на основании (род.падеж);Отв. за заказ (ФИО);Отв. за заказ (Должность);Отв. за заказ (Телефон);Администратор школы;Лицевой счет в банке;Статус школы;ID
239;МОУ «Ушарбайская СОШ»;1,07E+12;8003037324;800301001;;;;;;673462;202;Могойтуйский район; с. Ушарбай ;;Дугарова;14;302554-21-19;usharbay@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;3913010430;1;543
239;МОУ «Зугалайская СОШ»;1,07E+12;8003037469;800301001;;;;;;673486;202;Могойтуйский район; с.Зугалай ;;ул.Комсомольская;1;3025546101;zugschool@mail.ru;;3913009900;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;1;544
239;МОУ «Хара-Шибирская СОШ имени Б. Мажиева»;1,07E+12;8003037317;800301001;;;;;;687432;202;Могойтуйский район; с. Хара-Шибирь ;;Советская;27;302554-81-21;kh-sh_school@mail.ru;;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ц32690;1;545
239;МАОУ «Цаган-Ольская СОШ»;1,07E+12;8003037437;800301001;;;;;;673830;202;Могойтуйский район; с. Цаган-Оль ;;Базара Ринчино;3;302554-31-43;ts-ola_school@mail.ru;;3913010460;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;20916Ц73600;1;546
239;МОУ «Усть-Наринская СОШ»;1,07E+12;8003037395;800301001;;;;;;674440;202;Могойтуйский район; с. Усть-Нарин ;;Школьная;19;3,03E+15;unss_86@mail.ru;;3913010320;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;1;547
239;МОУ «Боржигантайская СОШ»;1,07E+12;8003037356;800301001;;;;;;687434;202;Могойтуйский район; с. Боржигантай ;;Ленина;64;3025517869;borzhsosh@mail.ru;;4,07E+19;Отделение Чита г.Чита;;;;;;;;20916Ц73590;1;548
239;МОУ «Нуринская СОШ»;1,07E+12;8003037349;800301001;;;;;;687599;202;Могойтуйский район; с. Нуринск ;;Армейская;1;30255-7941;nurinsk-shkola@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г. Чита;;;;;;;;20916Ц32680;1;549
239;МОУ «Цугольская СОШ»;1,07E+12;8003037444;800301001;;;;;;687436;202;Могойтуйский район; с. Цугол ;;ДОС;311;3,03E+15;scoolTcugol@yandex.ru;;3913010550;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;1;550
239;МАОУ «Ортуйская СОШ»;1,07E+12;8003037525;800301001;;;;;;673840;202;Могойтуйский район; с. Ортуй ;;Ленина;17;302553-21-34;ortshosh@mail.ru;;4,07E+19;Отделение Чита г.Чита;;;;;;;;30916Ю17830;1;551
239;МОУ «Кусочинская СОШ»;1,07E+12;8003037620;800301001;;;;;;687560;202;Могойтуйский район; с. Кусочи ;;Кусочинская;18;302554-01-91, 4-01-10;moukssosh@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;3913009640;1;552
239;МОУ «Цаган-Челутайская СОШ»;1,07E+12;8003037518;800301001;;;;;;673491;202;Могойтуйский район; с. Цаган-Челутай ;;Барадиева;37;302554-71-42;shs_cach.mogt@zabedu.ru;;3913010490;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;21916Ц35240;1;553
239;МОУ «Хилинская СОШ»;1,07E+12;8003037229;800301001;;;;;;687214;202;Могойтуйский район; ст. Ага ;;Школьная;1;3025517475;schila_abao@mail.ru;;3913010400;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;;1;554
242;МОУ Аргунская СОШ;1,03E+12;7514001446;751401001;;;;;;674382;205;Нерчинско-Заводский район; с. Аргунск ;;Партизанская;18;3025552116;mou_arqunsk@mail.ru;;4,01E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ч49190;1;168
242;МОУ Олочинская ООШ;1,03E+12;7514001534;751401001;;;;;;674380;205;Нерчинско-Заводский район; с. Олочи ;;пер.Школьный;4;3024841921;olochin_school@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012320;1;181
242;МОУ Горно-Зерентуйская СОШ;1,03E+12;7514001485;751401001;;;;;;674364;205;Нерчинско-Заводский район; с. Горный Зерентуй ;;Журавлева;14;302488-914-125-80-77 (директор);gorzerschool@mail.ru;;4,07E+19;Отделение Чита г.Чита;;;;;;;;20916Ч47510;1;170
242;МОУ Больше-Зерентуйская СОШ;1,03E+12;7514001453;751401001;;;;;;674392;205;Нерчинско-Заводский район; с. Большой Зерентуй ;;пер.Школьный;4;3024841922;bol.zeren@mail.ru;;4,07E+19;ОТДЕЛЕНИЕ ЧИТА;;;;;;;;20916Ч56180;1;169
242;МОУ Ивановская ООШ;1,03E+12;7514001492;751401001;;;;;;674391;205;Нерчинско-Заводский район; с. Ивановка ;;Молодежная;22а;3024841508;shkolaivanovka@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012260;1;171
242;МОУ Михайловская СОШ;1,03E+12;7514001527;751401001;;;;;;674363;205;Нерчинско-Заводский район; с. Михайловка ;;Погодаева;46;3024841751;shkolamichail@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012370;1;172
242;МОУ Перво-Булдуруйская ООШ;1,03E+12;7514001541;751401001;;;;;;674384;205;Нерчинско-Заводский район; с. Первый Булдуруй ;;Солнечная;63Б;3024841769, 41769;buldschooll79@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913017120;1;173
242;МОУ Нерчинско-Заводская СОШ;1,03E+12;7514001439;751401001;;;;;;674370;205;Нерчинско-Заводский район; с. Нерчинский Завод ;;Красноармейская;46;3024841258;nerzavschool@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012550;1;166
242;МОУ Уров-Ключевская СОШ;1,03E+12;7514001559;751401001;;;;;;674373;205;Нерчинско-Заводский район; с. Уров-Ключи ;;Новая;27;3024843018;shcolaurov@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012300;1;174
242;МОУ Байкинская ООШ;1,03E+12;7514001460;751401001;;;;;;674370;205;Нерчинско-Заводский район; с. Байка ;;ул.Конторская;10;30248;baika-school@rambler.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012380;1;177
242;МОУ Георгиевская ООШ;1,03E+12;7514001478;751401001;;;;;;674373;205;Нерчинско-Заводский район; с. Георгиевка ;;Садовая;32;3,02E+15;georgshcool@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012330;1;178
242;МОУ Горбуновская ООШ;1,03E+12;7514001502;751401001;;;;;;674383;205;Нерчинско-Заводский район; с. Горбуновка ;;Центральная;47;3024841206;gorbun-oos@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012310;1;179
242;МОУ Ишагинская ООШ;1,03E+12;7514001510;751401001;;;;;;674381;205;Нерчинско-Заводский район; с. Ишага ;;Центральная;50;30248;ishaginskaya_shkola@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012360;1;180
242;МОУ Чалбучи-Килганская ООШ;1,03E+12;7514001566;751401001;;;;;;674370;205;Нерчинско-Заводский район; с. Чалбучи-Килга ;;Верхняя;77;3024841797;kilda@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012340;1;182
242;МОУ Чашино-Ильдиканская ООШ;1,03E+12;7514001573;751401001;;;;;;674366;205;Нерчинско-Заводский район; с.Чашино-Ильдиканул.;;Новая;1;30248;chashino80@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю;;;;;;;;3913012270;1;176
242;МОУ Широковская ООШ;1,03E+12;7514001580;751401001;;;;;;674370;205;Нерчинско-Заводский район; с. Широкое ;;Новая;1;3024841813;Shcool-SHIROKAY@yandex.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913012350;1;175
241;МБОУ CОШ п.с.т. Заречный;1,03E+12;7513004317;751301001;;;;;;673421;204;Нерчинский район; п. Заречный ;;Набережная;6;3024856113;shkola-zarechnoe@yandex.ru;;4,07E+19;УФК России по Забайкальскому краю;;;;;;;;20916Ч47610;1;186
241;МБОУ «СОККШ с. Знаменка»;1,03E+12;7513004324;751301001;;;;;;673423;204;Нерчинский район; с. Знаменка ;;Набережная;10;3024257139;znam-soh@yandex.ru;;4,02E+19;Отделение Чита г. Чита;;;;;;;;3913004610;1;187
241;МБОУ СОШ с. Зюльзя;1,03E+12;7513004331;751301001;;;;;;673427;204;Нерчинский район; с. Зюльзя ;;Погодаева;6;3024258134;soh_zulza@mail.ru;;4,02E+19;отделение г. Чита, Чита;;;;;;;;3913004630;1;188
241;МБОУ ООШ с. Зюльзикан;1,03E+12;7513004349;752901001;;;;;;673427;204;Нерчинский район; с. Зюльзикан ;;Советская;25;302424-19-53;mouooshz@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913004740;1;200
241;МБОУ СОШ с. Илим;1,03E+12;7513002278;752901001;;;;;;673424;204;Нерчинский район; с. Илим ;;Центральная;37;3024258316;ilim_mbou@mail.ru;;4,02E+19;отделение Чита г. Чита;;;;;;;;3913004600;1;189
241;МБОУ СОШ с. Олинск;1,03E+12;7513004243;751301001;;;;;;673426;204;Нерчинский район; с. Олинск ;;Рабочая;5;3024258210;olinsk10@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ч47570;1;193
241;МБОУ ООШ c. Волочаевка;1,03E+12;7513004290;752901001;;;;;;673415;204;Нерчинский район; с. Волочаевка ;;Школьная;3;302424-19-57;puzyriova63@mail.ru;;4,02E+19;отделение Чита г. Чита;;;;;;;;20916447660;1;198
241;МБОУ ООШ №2 г. Нерчинска;1,03E+12;7513003970;751301001;;;;;;673400;204;Нерчинский район; г. Нерчинск ;;Пушкинская;26;3024241161;nerch_s2@mail.ru;;4,07E+19;отделение г. Чита, Чита;;;;;;;;20916Ч56410;1;183
241;МБОУ ООШ с. Калинино;1,03E+12;7513004268;751301001;;;;;;673413;204;Нерчинский район; с. Калинино ;;Калинина;13;3024253126;kalin-oh@mail.ru;;4,07E+19;Отделение Чита г.Чита;;;;;;;;20916 Ч 476;1;195
241;МБОУ «ООШ с. Правые Кумаки»;1,03E+12;7513004370;752901001;;;;;;673400;204;Нерчинский район; с. Правые Кумаки ;;Центральная;42;30242нет;sho_kumk.nrch@zabedu.ru;;4,02E+19;отделение Чита г. Чита;;;;;;;;3913004730;1;199
241;МБОУ СОШ № 1 г. Нерчинска;1,03E+12;7513003987;751301001;;;;;;673400;204;Нерчинский район; г. Нерчинск ;;Тетерина-Петрова;3;302424-39-09;planetanerchinsk@rambler.ru;;4,07E+19;отделение Чита г. Чита;;;;;;;;20916Ч47600;1;184
241;МБОУ СОШ с. Бишигино;1,03E+12;7513004363;751301001;;;;;;673411;204;Нерчинский район; с. Бишигино ;;Школьная;16;302425-72-31;bishigino@mail.ru;;4,07E+19;Отделение Чита г.Чита;;;;;;;;3913004680;1;197
241;МБОУ СОШ № 9 г.Нерчинска;1,03E+12;7513003994;752901001;;;;;;673403;204;Нерчинский район; г. Нерчинск ;;Достовалова;11;3024244742;nerch_s9@mail.ru;;4,07E+19;отделение Чита г.Чита;;;;;;;;20916Ч49330;1;202
241;МБОУ СОШ п.г.т.Приисковый;1,03E+12;7513004250;751301001;;;;;;673410;204;Нерчинский район; п. Приисковая ;;Школьная;7;3024253260, 8-914-458-5917;schoolpriisk2@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г. Чита;;;;;;;;3913004300;1;185
241;МБОУ СОШ п. с. т. Нагорный;1,03E+12;7513004356;752901001;;;;;;673416;204;Нерчинский район; п. с. т. Нагорный ;;пер.Школьный;1;3024255135;school_nagorn@mail.ru;;4,02E+19;отделение г. Чита, Чита;;;;;;;;3913004670;1;190
241;МБОУ СОШ c.Нижние Ключи;1,03E+12;7513004300;751301001;;;;;;673414;204;Нерчинский район;с.Нижние Ключи ;;Школьная;1;3024254137;kluchi45@yandex.ru;;4,02E+19;Отделение г. Чита, Чита;;;;;;;;3913004710;1;191
241;МБОУ СОШ с. Пешково;1,03E+12;7513004282;751301001;;;;;;673412;204;Нерчинский район; с. Пешково ;;Центральная;31;3024259123;shkola.peshkovo@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ч49320;1;194
241;МБОУ ООШ с. Савватеево;1,03E+12;7513004275;751301001;;;;;;673400;204;Нерчинский район; с. Савватеево ;;Центральная;32;3024253422;savateevo@mail.ru;;4,07E+19;отделение Чита г. Чита;;;;;;;;20916447670;1;196
241;МБОУ СОШ с. Олекан;1,03E+12;7513002895;751301001;;;;;;673425;204;Нерчинский район; с. Олекан ;;Школьная;1а;3024257347;schoololekan@yandex.ru;;4,02E+19;отделение Чита г. Чита;;;;;;;;3913004640;1;192
241;МБОУ НОШ с. Березово;1,11E+12;7513006480;751301001;;;;;;673422;204;Нерчинский район; с. Березово ;;Центральная;9;302428-924-389-5167;school_berezovo@mail.ru;;4,07E+19;отделение Чита г. Чита;;;;;;;;20916Ч49350;1;848
241;МБОУ НОШ с. Верхние Ключи;1,11E+12;7513006561;751301001;;;;;;673400;204;Нерчинский район; с. Верхние Ключи ;;Школьная;10;30242;schoolverhniekluchi@mail.ru;;4,07E+19;отделение г. Чита;;;;;;;;20916Ч4756О;1;845
241;МБОУ НОШ с. Верхний Умыкэй;1,11E+12;7513006498;751301001;;;;;;673416;204;Нерчинский район; с. Верхний Умыкэй ;;Центральная;13;30242нет;shn_vumk.nrch@mail.ru;;4,07E+19;отделение Чита г. Чита;;;;;;;;20916Ч49300;1;846
241;МБОУ НОШ с. Кангил;1,11E+12;7513006473;751301001;;;;;;673423;204;Нерчинский район; с. Кангил ;;Школьная;2;3,02E+15;cazakova.elen@yandex.ru;;4,02E+19;отделение Чита г. Чита;;;;;;;;3913028500;1;847
241;МБОУ НОШ с. Левые Кумаки;1,11E+12;7513006466;751301001;;;;;;673400;204;Нерчинский район; с. Левые Кумаки ;;Набережная;19;3,02E+15;kumakilevye@mail.ru;;4,02E+16;отделение Чита г. Чита;;;;;;;;3913029560;1;850
243;МБОУ Булумская НОШ;1,11E+12;7515007433;751501001;;;;;;674551;206;Оловяннинский район; с. Булум;;;;3024258325;bylymshkola@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916ч67750;1;206
243;МБОУ Бурулятуйская СОШ;1,03E+12;7515004383;751501001;;;;;;674535;206;Оловяннинский район; с. Бурулятуй;;;;3025358130;bur674535@ramler.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;207
243;МБОУ Верхне-Шаранайская МООШ;1,03E+12;7515004249;751501001;;;;;;674531;206;Оловяннинский район; с. Верхний-Шаранай ;;Школьная;1;3025350010, +7 924 575 1608;shs_vshr.olvn@zabedu.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913027570;1;209
243;МБОУ Единенская СОШ;1,03E+12;7515004577;751501001;;;;;;674532;206;Оловяннинский район; с. Единение ;;Ленина;5;3025348442;shs_ednn.olvn@zabedu.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;211
243;МБОУ Калангуйская СОШ;1,03E+12;7515004552;751501001;;;;;;674553;206;Оловяннинский район; п. Калангуй ;;Ведерникова;39;3025354028;shs_kaln.olvn@zabedu.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;213
243;МБОУ Тургинская ООШ;1,03E+12;7515004545;751501001;;;;;;674554;206;Оловяннинский район; с. Турга ;;Комсомольская;35;3025354718;shs_turg.olvn@zabedu.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913027610;1;222
243;МБОУ Улятуйская СОШ;1,03E+12;7515004520;751501001;;;;;;674533;206;Оловяннинский район; с. Улятуй ;;Совхозная;3;3025347139;ulyatujschool1@yandex.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;224
243;МБОУ Хадабулакская ООШ;1,03E+12;7515004390;751501001;;;;;;674518;206;Оловяннинский район; пст. Хада-Булак ;;Центральная;2;30253+79144474929 эл.почта: lita_2@mail.ru;lita_2@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;225
243;МОУ Антиинская НОШ;1,03E+12;7515004400;751501001;;;;;;674552;206;Оловяннинский район; с. Антия;;;;302538-914-494-8105;Lev-1949@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;203
243;МОУ Арендинская НОШ;1,11E+12;7515007602;751501001;;;;;;674534;206;Оловяннинский район; с. Аренда ;;Школьная;22;3025358745;arenda.shkola@mail.ru,;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;204
243;МБОУ «Безречнинская ООШ»;1,11E+12;7515007480;751501001;;;;;;674517;206;Оловяннинский район; с. Безречная ;;Школьная;11;3025355361;bezrechschool@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916ч73010;1;205
243;МБОУ Быркинская ООШ;1,03E+12;7515004721;751501001;;;;;;674515;206;Оловяннинский район; с. Бырка ;;Линейная;24;3025352534;birka.olov@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;208
243;МБОУ Улан-Цацыкская ООШ;1,11E+12;7515007472;751501001;;;;;;674550;206;Оловяннинский район; с. Улан-Цацык ;;Школьная;41;3025341145;redflower75@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916ч88770;1;223
243;МБОУ Хара-Быркинская НОШ;1,11E+12;7515007426;751501001;;;;;;674500;206;Оловяннинский район; с. Хара-Бырка ;;Советская;14;3025340248, 40219;kharabyrkinskayanosh@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;226
243;МБОУ Долгокычинская СОШ;1,03E+12;7515004457;751501001;;;;;;674536;206;Оловяннинский район; с. Долгокыча ;;Молодёжная;3;3025358210;dolgokyicha@mail.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ч60430;1;210
243;МБОУ Золотореченская СОШ;1,03E+12;7515004538;751501001;;;;;;674549;206;Оловяннинский район; п. Золотореченск;;;;3025350249;zolotorechensk@yandex.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;212
243;МБОУ Мирнинская СОШ;1,03E+12;7515004432;751501001;;;;;;674516;206;Оловяннинский район; с. Мирная ;;Школьная;1;3025344446;mirnaya-scool@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;214
243;МБОУ Оловяннинская СОШ № 1;1,03E+12;7515004200;751501001;;;;;;674500;206;Оловяннинский район; п. Оловянная ;;Московская;83;3025345973;olov_sosh1@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;217
243;МБОУ Оловяннинская СОШ № 235;1,03E+12;7515004930;751501001;;;;;;674500;206;Оловяннинский район; п. Оловянная ;;Станционная;11;30253436251 - ж/д;olov_school235@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913027060;1;218
243;МБОУ Ононская СОШ;1,03E+12;7515004231;751501001;;;;;;674500;206;Оловяннинский район; с. Ононск ;;Школьная;;3025342546;ononsk_sosh@mail.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;219
243;МБОУ Степнинская ООШ;1,13E+12;7515008050;751501001;;;;;;674511;206;Оловяннинский район; с. Степь;;;;3,03E+15;shs_stpn.olvn@zabedu.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;220
243;МБОУ Яснинская СОШ № 1;1,03E+12;7515004506;751501001;;;;;;674504;206;Оловяннинский район; ст. Ясная ;;Комсомольская;6;302538-914-479-49-56;shs_yasn_1.olvn@zabedu.ru;;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913014700;1;227
243;МБОУ Ясногорская СОШ;1,03E+12;7515003703;751501001;;;;;;674520;206;Оловяннинский район; п. Ясногорск ;;мкр.Советский;4;"3025352-1-25; 52-3-25; 52-3-50";yasnogorskschool@mail.ru;;;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;3913027590;1;230
243;МБОУ Яснинская СОШ № 2;1,03E+12;7515004513;751501001;;;;;;674504;206;Оловяннинский район;Оловяннинский район с. Ясная ;;Нагорная;22;3025355020;shs_yasn_2.olvn@zabedu.ru;;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому краю г.Чита;;;;;;;;20916Ч67760;1;228
248;МОУ «Сретенская СОШ № 1»;1,03E+12;7519002725;751901001;;;;;;673500;211;Сретенский район;г. Сретенск;; ул. Чернышевского;143;3025321754;sretschool@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;20916Ч54090;1;529
248;МОУ «Кокуйская СОШ № 1»;1,03E+12;7519002820;751901001;;;;;;673530;211;Сретенский район; пгт. Кокуй;; ул. 2-я Набережная;10;3024619817;leashanina@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;3913015670;1;524
248;МОУ «Кокуйская СОШ № 2»;1,03E+12;7519002690;751901001;;;;;;673530;211;Сретенский район; пгт. Кокуй;; ул. 1 Луговая;60;3024631129;ksosh2net@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;3913014010;1;523
248;МОУ «Усть-Карская СОШ»;1,03E+12;7519002796;751901001;;;;;;673562;211;Сретенский район; пгт. Усть-Карск;; ул. Советская; 3а;3024627048;afsvetl@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;3913015670;1;533
248;МОУ «Усть-Наринзорская ООШ»;1,14E+12;7519004634;751901001;;;;;;673542;211;Сретенский район; с. Усть-Наринзор;; ул. Клубная;12;3024635136;shs_unar.srtn@zabedu.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;21916Щ07980;1;534
248;МОУ «Фирсовская СОШ»;1,03E+12;7519002740;751901001;;;;;;673552;211;Сретенский район; с. Фирсово;; ул. Набережная;36;3024624549;firsovo.school.5@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;3913013890;1;535
248;МОУ «Ломовская СОШ»;1,03E+12;7519002845;751901001;;;;;;673551;211;Сретенский район; с. Ломы;; ул. Школьная;19;3024628421;lomyschool@mail.ru;4,07E+19;Отделение Чита, г. Чита;;;;;;;;;20916Ч37260;1;525
248;МОУ «Ботовская СОШ»;1,03E+12;7519002789;751901001;;;;;;673555;211;Сретенский район; с. Большие Боты;; ул. Нагорная;20;3024629226;botyschool@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;20916Ч35800;1;518
248;МОУ «Верхнекуэнгинская ООШ»;1,11E+12;7519004401;751901001;;;;;;673526;211;Сретенский район; с. Верхняя Куэнга;; ул. Школьная;3;3024633137;v_kyenga@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;20916Ч37210;1;521
248;МОУ «Верхнекуларкинская СОШ»;1,03E+12;7519002700;751901001;;;;;;673563;211;Сретенский район; с. Верхние Куларки;; ул. Центральная;36;3024626131;vksosh2009@yandex.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;3913015670;1;519
248;МОУ «Шилкинско-Заводская СОШ»;1,03E+12;7519002852;751901001;;;;;;673560;211;Сретенский район; с. Шилкинский Завод;; ул. Центральная;13;3024620132;sh-zsosh@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;3913013990;1;537
248;МОУ «Дунаевская СОШ № 57»;1,03E+12;7519002203;751901001;;;;;;673525;211;Сретенский район; с. Дунаево;; ул. Школьная;1;3024633131;dunaevo65@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;3913015670;1;522
248;МОУ «Матаканская ООШ»;1,03E+12;7519002732;751901001;;;;;;673500;211;Сретенский район; г. Сретенск;; ул. Сельская;49;3024621393;matakanoosh@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;3913013930;1;526
248;МОУ «Молодовская ООШ»;1,03E+12;7519002757;751901001;;;;;;673550;211;Сретенский район; с. Молодовск;; ул. Набережная;53;3024671439;molodovsk2009@mail.ru;4,07E+19;Отделение Чита г.Чита;;;;;;;;;20916Ч37280;1;527
248;МОУ «Алиянская ООШ»;1,03E+12;7519002771;751901001;;;;;;673545;211;Сретенский район; с. Алия;; ул. Красноармейская;45;3024625143;aliyasсhool@mail.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;20916ЧЗ7240;1;516
248;МОУ «Нижнекуэнгинская ООШ»;1,05E+12;7519003415;751901001;;;;;;673525;211;Сретенский район; с. Нижняя Куэнга;; ул. Нагорная;11;302463156;nkyenga@yandex.ru;4,07E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;20916Ч54100;1;528
248;МОУ «Чикичейская ООШ»;1,11E+12;7519004169;751901001;;;;;;673544;211;Сретенский район; с. Чикичей;; ул. Дмитрия Фирсовича;12;3024614268;shkool_chicihey@mail.ru;4,07E+19;отделение Чита г. Чита;;;;;;;;;20916437140;1;536
248;МОУ «Сретенская ООШ № 1»;1,03E+12;7519002806;751901001;;;;;;673500;211;Сретенский район;г. Сретенск;; ул. Железнодорожная;5;3024621724;stoosh1@mail.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;3913013990;1;530
248;МОУ «Сретенская ООШ № 2»;1,11E+12;7519004183;751901001;;;;;;673500;211;Сретенский район; г. Сретенск;; ул. Балябина;14;3024621641;shkola2-sretenskaja@rambler.ru;4,02E+19;ГРКЦ ГУ Банка России по Забайкальскому кр.;;;;;;;;;3913025640;1;531
